X,ITEM,AREAPLANTED,COUNTY,STATE,DATE,AREAHARVESTED,PRODUCTION_Q,YIELD,P_PRICE,CROP_DEN,P_VALUE,EXP_VAL,IMP_VAL,LABOR_EXP,DOM_CONSUMP,LOC,deltay,deltayhat
9757,Corn,36826.39344,Effingham, Illinois,2010,36017.02216,357041.2518,9.911079832,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-4.945054945,15.18987343
9804,Corn,53823.19041,Fayette, Illinois,2010,52609.13349,526087.1774,9.998955144,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-13.15789474,64.19753085
9850,Corn,63940.33147,Ford, Illinois,2010,63535.64583,573689.2908,9.032326712,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,1.265822778,-0.628930814
9897,Corn,18210.8539,Franklin, Illinois,2010,17806.16826,124466.5718,6.992364112,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-14.44444447,49.99999996
9944,Corn,63535.64583,Fulton, Illinois,2010,61916.90326,531853.2818,8.586673344,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-1.273885359,13.76811596
9991,Corn,28732.6806,Gallatin, Illinois,2010,28327.99495,251549.4818,8.88168332,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-7.7464789,1.428571456
10038,Corn,50990.39092,Greene, Illinois,2010,50181.01963,508915.8707,10.14332173,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,5.952380939,2.439024397
10085,Corn,44920.10628,Grundy, Illinois,2010,44515.42064,444904.4909,9.992678336,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,6.306306317,-0.89285716
10132,Corn,27923.30931,Hamilton, Illinois,2010,27518.62367,242532.0057,8.812638432,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-9.42028984,27.77777776
10179,Corn,70819.98739,Hancock, Illinois,2010,69605.93046,510566.9579,7.337588552,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,1.142857137,2.941176484
10226,Corn,1133.119798,Hardin, Illinois,2010,866.0272738,1236.029263,4.140182557,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,7.142857105,7.692307648
10267,Corn,40873.24986,Henderson, Illinois,2010,40063.87858,361537.2892,9.026049904,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,4.950495047,2.020202009
10314,Corn,99957.35362,Henry, Illinois,2010,98743.2967,984200.3657,9.967571104,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,3.643724697,2.489626553
10361,Corn,144877.4599,Iroquois, Illinois,2010,143258.7173,1301463.117,9.082541176,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,2.094972056,-2.185792325
10408,Corn,15378.0544,Jackson, Illinois,2010,14973.36876,108031.9041,7.212052392,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-18.4210526,22.58064512
10455,Corn,42896.67807,Jasper, Illinois,2010,42087.30679,377159.114,8.963281824,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,0.943396245,19.10112357
10502,Corn,23876.45289,Jefferson, Illinois,2010,23471.76725,183423.0847,7.81462596,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-12.71186442,73.52941183
10549,Corn,28732.6806,Jersey, Illinois,2010,28327.99495,302174.3548,10.66429679,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,4.225352089,-1.388888881
10595,Corn,41277.9355,Jo Daviess, Illinois,2010,38849.82165,431340.1747,11.10367335,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,4.411764707,6.249999992
10642,Corn,4046.856422,Johnson, Illinois,2010,3642.17078,24334.48486,6.678523712,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-24.99999999,42.85714288
10688,Corn,36017.02216,Kane, Illinois,2010,35612.33651,398369.2339,11.18527186,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,4.494381998,1.136363658
10735,Corn,82960.55665,Kankakee, Illinois,2010,82151.18537,771210.1199,9.390104768,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,0.243902438,-0.485436891
10782,Corn,34802.96523,Kendall, Illinois,2010,34398.27959,364052.0219,10.58269829,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,8.139534868,-2.272727261
10829,Corn,72843.4156,Knox, Illinois,2010,72034.04431,722820.5649,10.03661599,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-0.27777779,5.882352953
10876,Corn,135974.3758,La Salle, Illinois,2010,134760.3189,1378124.365,10.22492023,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,1.48809523,5.660377391
10923,Corn,3783.810755,Lake, Illinois,2010,3500.530805,33917.14083,9.688253148,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,1.871657744,1.907356965
10969,Corn,33588.9083,Lawrence, Illinois,2010,33184.22266,326864.4584,9.848311752,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,2.048192766,40.67796609
11016,Corn,114121.3511,Lee, Illinois,2010,111693.2372,1216902.052,10.89653869,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,2.8368794,4.059040624
11063,Corn,128285.3486,Livingston, Illinois,2010,127071.2917,1328591.75,10.45716213,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,2.050473206,-1.857585099
11110,Corn,85793.35615,Logan, Illinois,2010,84579.29922,826585.0437,9.772990056,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,1.179245277,-4.504504502
11157,Corn,70819.98739,Macon, Illinois,2010,70415.30174,744741.9223,10.57642148,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,2.857142856,-3.314917123
11204,Corn,91863.64078,Macoupin, Illinois,2010,89840.21257,828286.9335,9.220630952,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-3.524229077,9.134615382
11251,Corn,46538.84885,Madison, Illinois,2010,45729.47757,477291.201,10.4383317,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-3.478260872,12.74509804
11298,Corn,31970.16573,Marion, Illinois,2010,31565.48009,296586.0597,9.396381576,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-11.39240507,46.29629627
11345,Corn,46134.16321,Marshall, Illinois,2010,45729.47757,468603.9423,10.25002746,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,1.754385977,0.884955747
11392,Corn,50585.70528,Mason, Illinois,2010,49776.33399,440383.0522,8.85029928,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,4.399999995,0
11438,Corn,10926.51234,Massac, Illinois,2010,10117.14106,80039.62609,7.90877808,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-9.259259263,28.57142858
11484,Corn,61107.53197,McDonough, Illinois,2010,59893.47505,533250.3556,8.900513744,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,5.298013249,-1.948051953
11531,Corn,40468.56422,McHenry, Illinois,2010,39659.19294,426564.7226,10.75844891,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,3.000000008,2.040816315
11578,Corn,145686.8312,McLean, Illinois,2010,144472.7743,1537339.972,10.63918956,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,2.083333322,-3.743315514
11625,Corn,33993.59394,Menard, Illinois,2010,33184.22266,303317.4151,9.139032448,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,0,-4.545454549
11671,Corn,57060.67555,Mercer, Illinois,2010,56251.30427,502641.7395,8.938174592,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,8.156028377,-3.424657533
11718,Corn,21853.02468,Monroe, Illinois,2010,21043.65339,189646.4133,9.013496288,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-10.18518518,20
11765,Corn,76080.90073,Montgomery, Illinois,2010,75271.52945,738569.3964,9.810650904,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-5.053191488,6.21468926
11812,Corn,63130.96018,Morgan, Illinois,2010,62321.5889,573206.6653,9.19552372,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,1.923076929,-1.886792458
11859,Corn,39659.19294,Moultrie, Illinois,2010,39254.50729,431467.1815,10.99069081,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,0,-1.999999989
11906,Corn,101171.4106,Ogle, Illinois,2010,99957.35362,1150934.769,11.51166587,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,3.999999976,8.225108277
11953,Corn,48562.27706,Peoria, Illinois,2010,47752.90578,472312.5381,9.892249408,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-3.333333315,3.448275843
12000,Corn,22662.39596,Perry, Illinois,2010,22257.71032,164270.4735,7.381526208,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-8.928571425,30.23255816
12047,Corn,60298.16069,Piatt, Illinois,2010,59893.47505,618370.2499,10.32534916,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,5.033557036,-4.487179479
12094,Corn,70415.30174,Pike, Illinois,2010,69605.93046,600563.9098,8.630611,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,3.735632192,0
12141,Corn,2994.673753,Pope, Illinois,2010,2881.361773,3537.89879,2.653834422,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,8.108108095,8.823529436
12186,Corn,9307.769771,Pulaski, Illinois,2010,8903.084128,76254.82625,8.56784292,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-19.56521739,35.29411766
12232,Corn,17401.48261,Putnam, Illinois,2010,16996.79697,174761.2274,10.2814115,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-3.488372075,4.878048754
12279,Corn,27923.30931,Randolph, Illinois,2010,27113.93803,221779.1099,8.178680824,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-18.84057972,46.80851066
12326,Corn,32374.85138,Richland, Illinois,2010,31565.48009,285917.4964,9.057433944,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-11.25,-17.52577318
12373,Corn,29542.05188,Rock Island, Illinois,2010,29137.36624,299837.4314,10.28768831,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,2.739726013,2.816901393
12420,Corn,40468.56422,Saint Clair, Illinois,2010,39659.19294,385922.5767,9.7290524,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-13.5,44.92753624
12467,Corn,19424.91083,Saline, Illinois,2010,19020.22518,159139.4026,8.366985064,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-5.208333355,20.00000001
12514,Corn,99957.35362,Sangamon, Illinois,2010,99552.66798,965581.1827,9.69766836,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,4.251012183,-4.633204609
12561,Corn,29137.36624,Schuyler, Illinois,2010,28732.6806,233870.1483,8.141019976,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-4.166666678,1.408450696
12608,Corn,24685.82417,Scott, Illinois,2010,23876.45289,209002.2353,8.75614716,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-1.639344254,7.01754382
12654,Corn,79318.38587,Shelby, Illinois,2010,78104.32894,798491.1603,10.22492023,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-3.826530617,5.376344083
12701,Corn,39254.50729,Stark, Illinois,2010,38849.82165,404643.3652,10.41322447,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,3.092783514,-11.81818182
12748,Corn,70819.98739,Stephenson, Illinois,2010,67177.81661,762573.6639,11.34846886,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,3.714285708,1.744186051
12795,Corn,64749.70275,Tazewell, Illinois,2010,63940.33147,655710.2215,10.25630427,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,5.000000004,0
12842,Corn,6474.970275,Union, Illinois,2010,6070.284633,43563.30014,7.174391544,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-18.74999999,6.666666663
12888,Corn,95101.12592,Vermilion, Illinois,2010,94291.75463,984124.1617,10.4383317,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,4.468085103,-4.081632651
12935,Corn,21043.65339,Wabash, Illinois,2010,20638.96775,189875.0254,9.201800528,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-6.730769196,3.999999978
12981,Corn,69605.93046,Warren, Illinois,2010,68796.55917,660104.6535,9.597239432,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,1.744186051,3.614457826
13028,Corn,45324.79193,Washington, Illinois,2010,43706.04936,395981.5078,9.057433944,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-11.16071429,36.58536587
13075,Corn,51799.7622,Wayne, Illinois,2010,51395.07656,447673.2371,8.712209504,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-10.15625,64.10256411
13122,Corn,42491.99243,White, Illinois,2010,41682.62115,406472.2617,9.754159632,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-10.95238094,38.15789472
13169,Corn,97529.23977,Whiteside, Illinois,2010,96719.86849,998094.8994,10.31907235,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,4.35684646,3.433476397
13216,Corn,43706.04936,Will, Illinois,2010,43301.36372,430197.1144,9.936187064,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,1.851851842,4.854368929
13263,Corn,8093.712844,Williamson, Illinois,2010,7689.027202,60150.37594,7.820902768,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-20,81.81818183
13310,Corn,41682.62115,Winnebago, Illinois,2010,41277.9355,446911.1969,10.8274938,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,-0.970873805,7.291666679
13357,Corn,59488.7894,Woodford, Illinois,2010,59084.10376,635871.774,10.76472572,5.24,29650,10201232000,9871059028,70283468,2.96,284549000,127.33,2.040816332,-7.547169817
13437,Corn,69484.52477,Adams_NE, Nebraska,2010,68108.59358,794985.7752,11.67486288,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,3.960396029,-2.994350277
13517,Corn,78509.01459,Antelope, Nebraska,2010,76687.9292,868802.0727,11.32963844,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,10.92783505,-1.522842631
13597,Corn,64749.70275,Boone_NE, Nebraska,2010,63009.55449,675955.0904,10.72706487,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,4.875000001,-4.191616773
13677,Corn,22176.77319,Box Butte, Nebraska,2010,19222.568,183346.8807,9.54074816,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,25.72992703,13.45755691
13757,Corn,83972.27076,Buffalo, Nebraska,2010,82151.18537,932534.0378,11.34846886,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,1.108433726,0.484261511
13837,Corn,51597.41938,Burt, Nebraska,2010,50585.70528,507950.6198,10.0428928,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,5.7254902,1.190476184
13917,Corn,59488.7894,Butler, Nebraska,2010,57991.45253,613594.7978,10.58269829,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,5.102040823,-2.649006625
13997,Corn,47955.2486,Cass_NE, Nebraska,2010,46619.78598,428698.4353,9.19552372,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,5.485232079,-4.048582994
14077,Corn,73248.10124,Cedar, Nebraska,2010,70617.64456,791505.7915,11.21037909,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,11.2154696,-0.549450546
14157,Corn,69403.58764,Chase, Nebraska,2010,68068.12502,752184.5153,11.05345889,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,9.970845478,9.235668786
14237,Corn,8134.181408,Cherry, Nebraska,2010,7446.215816,76813.65576,10.31279554,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,30.34825876,4.6875
14317,Corn,67582.50225,Clay_NE, Nebraska,2010,64790.17132,721804.5113,11.1413342,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,4.730538917,-1.183431946
14397,Corn,44920.10628,Colfax, Nebraska,2010,43989.32931,436420.443,9.923633448,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,6.756756765,-3.478260872
14477,Corn,64345.01711,Cuming, Nebraska,2010,60176.755,694167.852,11.5367731,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,7.044025153,-1.242236018
14557,Corn,103801.8672,Custer, Nebraska,2010,98945.63952,1067567.568,10.78983295,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,3.079922054,-0.194552509
14637,Corn,82353.52819,Dawson, Nebraska,2010,77901.98612,858819.3456,11.02207485,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,2.063882055,-0.488997552
14717,Corn,45810.4147,Dixon, Nebraska,2010,45001.04341,517933.3469,11.51166587,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,7.067137792,-1.565217379
14797,Corn,58274.73248,Dodge, Nebraska,2010,54187.40749,532005.6899,9.816927712,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,2.222222213,-2.040816316
14877,Corn,45729.47757,Dundy, Nebraska,2010,43786.98649,459891.2822,10.50109978,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,4.690265479,7.619047625
14957,Corn,73855.1297,Fillmore, Nebraska,2010,71710.2958,807534.0378,11.26059355,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,6.027397268,-0.815217387
15037,Corn,32172.50855,Franklin_NE, Nebraska,2010,31525.01153,362273.9281,11.49283545,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,7.295597502,-3.048780501
15117,Corn,42330.11817,Furnas, Nebraska,2010,41601.68402,354577.3217,8.523905264,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,6.883365216,13.69565217
15197,Corn,64830.63988,Gage, Nebraska,2010,61876.43469,523064.4178,8.454860376,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,7.49063671,-0.496894404
15277,Corn,5139.507656,Garfield, Nebraska,2010,4856.227706,46992.4812,9.678837936,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,7.086614174,0
15357,Corn,34155.4682,Gosper, Nebraska,2010,33669.84543,381528.1447,11.32963844,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,5.924170613,1.686746991
15437,Corn,30958.45163,Greeley, Nebraska,2010,29946.73752,307737.2485,10.2751347,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,7.189542476,-0.649350646
15517,Corn,77092.61484,Hall, Nebraska,2010,75473.87227,855390.1646,11.33591525,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,0.997375328,-0.261780103
15597,Corn,77699.6433,Hamilton_NE, Nebraska,2010,76080.90073,903398.6994,11.87572074,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,3.385416674,-1.538461543
15677,Corn,39254.50729,Harlan, Nebraska,2010,38364.19888,405811.8269,10.57642148,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,6.391752599,2.105263146
15757,Corn,31363.13727,Hayes, Nebraska,2010,30513.29742,302123.5521,9.898526216,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,11.48387098,13.97058823
15837,Corn,27720.96649,Hitchcock, Nebraska,2010,27235.34372,218553.1396,8.021760624,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,5.401459868,30.47619045
15917,Corn,70658.11313,Holt, Nebraska,2010,67825.31363,674837.4314,9.94874068,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,12.25658648,-3.535911602
15997,Corn,42653.86669,Howard, Nebraska,2010,41884.96397,451864.4584,10.78983295,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,3.320683117,-0.566037723
16077,Corn,39942.47289,Jefferson_NE, Nebraska,2010,39214.03873,373094.8994,9.515640928,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,9.523809506,1.752577341
16157,Corn,18939.28805,Johnson, Nebraska,2010,17846.63682,148699.4513,8.329324216,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,15.81196586,-7.326732693
16237,Corn,63616.58295,Kearney, Nebraska,2010,62402.52603,741668.3601,11.88827435,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,5.788804081,-2.962962974
16317,Corn,41075.59268,Keith, Nebraska,2010,39699.6615,372332.8592,9.377551152,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,6.60098524,10.92896174
16397,Corn,5787.004683,Keya Paha, Nebraska,2010,5260.913349,56441.78012,10.72706487,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,27.27272728,-2.721088438
16477,Corn,53620.84759,Knox_NE, Nebraska,2010,51435.54512,531700.8738,10.33790278,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,17.43396227,-3.284671533
16557,Corn,52042.57359,Lancaster, Nebraska,2010,50828.51666,465276.3666,9.151586064,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,4.354587857,-1.455938697
16637,Corn,87614.44154,Lincoln, Nebraska,2010,82758.21383,891282.2597,10.77100253,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,4.665127013,4.086538463
16717,Corn,10238.54675,Logan_NE, Nebraska,2010,10117.14106,97388.74212,9.628623472,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,9.881422869,13.45291482
16797,Corn,54227.87605,Madison_NE, Nebraska,2010,53013.81913,561064.8242,10.58269829,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,9.328358214,-4.285714298
16877,Corn,52002.10502,Merrick, Nebraska,2010,50788.0481,539270.4735,10.62035914,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,-0.544747083,-2.651515156
16957,Corn,27073.46946,Morrill, Nebraska,2010,25454.72689,248323.5115,9.754159632,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,12.55605383,4.531249991
17037,Corn,30675.17168,Nemaha, Nebraska,2010,28975.49198,258230.0345,8.91306736,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,12.66490763,-10.295858
17117,Corn,41804.02684,Nuckolls, Nebraska,2010,40954.18699,377184.5153,9.208077336,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,7.163601156,-2.547169802
17197,Corn,49695.39686,Otoe, Nebraska,2010,48359.93424,399334.4848,8.260279328,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,3.583061898,-0.967741934
17277,Corn,17482.41974,Pawnee, Nebraska,2010,16389.76851,123628.3276,7.544723216,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,19.44444448,0.465116288
17357,Corn,80127.75716,Perkins, Nebraska,2010,78104.32894,636456.0049,8.147296784,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,14.89898989,15.11627907
17437,Corn,68594.21635,Phelps, Nebraska,2010,67137.34804,852951.6358,12.70425939,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,1.592920363,-1.453488379
17517,Corn,55644.2758,Pierce, Nebraska,2010,54146.93893,598735.0132,11.0597357,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,6.472727281,-2.482269508
17597,Corn,78104.32894,Platte, Nebraska,2010,75271.52945,834586.4661,11.08484293,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,5.803108818,-3.980099506
17677,Corn,50990.39092,Polk, Nebraska,2010,48562.27706,518415.9723,10.67685041,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,7.619047609,-5.263157885
17757,Corn,40144.81571,Richardson, Nebraska,2010,38161.85606,356101.4021,9.333613496,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,12.09677418,-7.289719627
17837,Corn,54430.21888,Saline_NE, Nebraska,2010,53661.31616,502844.9502,9.371274344,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,7.137546458,0.373134345
17917,Corn,13476.03189,Sarpy, Nebraska,2010,13233.2205,126981.3046,9.597239432,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,8.108108076,-9.99999996
17997,Corn,69201.24482,Saunders, Nebraska,2010,67380.15943,668817.3135,9.923633448,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,6.432748532,-3.389830504
18077,Corn,32010.6343,Scotts Bluff, Nebraska,2010,30917.98306,310023.3692,10.03033918,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,20.60682681,-4.583835946
18157,Corn,54834.90452,Seward, Nebraska,2010,54025.53323,550447.0636,10.18725938,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,4.649446484,-1.811594193
18237,Corn,15256.64871,Sheridan, Nebraska,2010,12545.25491,112807.3562,8.994665864,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,28.64721488,16.35802466
18317,Corn,32496.25707,Sherman, Nebraska,2010,31160.79445,335881.9346,10.77727934,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,3.48692404,-0.864197532
18397,Corn,5544.193298,Sioux, Nebraska,2010,4977.633399,47652.91607,9.5721322,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,12.40875913,-11.61290323
18477,Corn,36300.30211,Stanton, Nebraska,2010,35086.24518,380918.5125,10.85887784,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,13.15496096,-5.578947359
18557,Corn,55037.24734,Thayer, Nebraska,2010,54268.34462,564570.2093,10.40067086,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,4.338235296,0.740740737
18637,Corn,29056.42911,Valley, Nebraska,2010,28125.65213,305578.1345,10.86515465,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,6.824512546,-6.753246755
18717,Corn,32577.1942,Washington_NE, Nebraska,2010,31808.29148,325950.0102,10.25002746,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,6.708074509,-4.166666645
18797,Corn,49169.30553,Wayne_NE, Nebraska,2010,47145.87732,541429.5875,11.48655864,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,10.20576131,-3.571428571
18877,Corn,29987.20609,Webster, Nebraska,2010,28692.21203,284469.62,9.91735664,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,13.76518218,-9.634146331
18957,Corn,80532.4428,York, Nebraska,2010,79116.04305,932203.8203,11.78156862,5.09,25550,7477719000,9871059028,70283468,2.96,284549000,127.33,4.070351756,-2.926829264
86,Corn,45324.79193,Adair, Iowa,2011,44232.14069,424202.3979,9.590962624,6.2,30750,14609680000,13720766919,156743262,2.92,277961000,138.2,-1.785714298,6.161137454
179,Corn,29542.05188,Adams, Iowa,2011,28732.6806,273572.4446,9.521917736,6.2,30750,14609680000,13720766919,156743262,2.92,277961000,138.2,0.684931503,2.816901393
272,Corn,37433.4219,Allamakee, Iowa,2011,35167.18231,382544.1983,10.87770826,6.2,30750,14609680000,13720766919,156743262,2.92,277961000,138.2,4.324324328,7.558139522
365,Corn,47550.56296,Audubon, Iowa,2011,47024.47162,521235.5212,11.08484293,6.2,30750,14609680000,13720766919,156743262,2.92,277961000,138.2,2.553191496,4.444444442
458,Corn,84579.29922,Benton, Iowa,2011,83162.89947,820463.3204,9.867142176,6.2,30750,14609680000,13720766919,156743262,2.92,277961000,138.2,-2.631578945,5.822784816
551,Corn,63535.64583,Black Hawk, Iowa,2011,63050.02305,736638.8945,11.68113969,6.2,30750,14609680000,13720766919,156743262,2.92,277961000,138.2,-0.955414023,6.802721102
